sample_uid,split,scene_id,sequence_id,height_m,height_category,scene_category,iou_threshold,gt_instance_id,pred_instance_id,iou_3d,gt_distance_m,pred_distance_m,distance_error_m,centroid_error_m,error_x_m,error_y_m,error_z_m,abs_error_x_m,abs_error_y_m,abs_error_z_m
scene_08_30_000095,test,scene_08,scene_08,30,30,scene_08,0.25,3,2,0.46319018404907975,30.983228809737902,30.82617619323111,-0.15705261650679248,0.38724445852151446,-0.20499850679408382,-0.2541623114827516,-0.20817156935941483,0.20499850679408382,0.2541623114827516,0.20817156935941483
scene_08_30_000095,test,scene_08,scene_08,30,30,scene_08,0.25,10,5,0.2829346092503987,40.740609150876566,40.003118749891144,-0.737490400985422,0.7861581486462943,-0.6637941612931115,-0.21645258962022496,-0.3613450187325711,0.6637941612931115,0.21645258962022496,0.3613450187325711
scene_08_30_000096,test,scene_08,scene_08,30,30,scene_08,0.25,2,2,0.3074626865671642,31.53432129379709,30.61666725069191,-0.917654043105177,1.3021407793181377,0.4136114189938098,-1.1556297477764872,-0.43475980643940204,0.4136114189938098,1.1556297477764872,0.43475980643940204
scene_08_30_000096,test,scene_08,scene_08,30,30,scene_08,0.25,9,5,0.2542317708333333,40.50576515829265,40.29334745114806,-0.21241770714458852,0.864600520821688,0.37423553942961973,-0.6221157302024665,-0.4695251216576253,0.37423553942961973,0.6221157302024665,0.4695251216576253
scene_08_30_000107,test,scene_08,scene_08,30,30,scene_08,0.25,1,4,0.3181818181818182,34.6424903390688,33.969461197826114,-0.6730291412426865,1.587608270513497,1.353842799240681,0.6258452619157566,-0.5439920989174496,1.353842799240681,0.6258452619157566,0.5439920989174496
scene_08_30_000107,test,scene_08,scene_08,30,30,scene_08,0.25,2,5,0.2722371967654987,35.929747255710154,35.01165523610838,-0.9180920196017723,1.373350861709982,1.0238563101651508,0.8059259913450489,-0.4339287291353884,1.0238563101651508,0.8059259913450489,0.4339287291353884
scene_08_30_000108,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.40458015267175573,31.306350214597664,31.112442744987302,-0.19390746961036243,1.312837530201333,1.2954545454545467,0.0782433712121211,-0.1980350378787854,1.2954545454545467,0.0782433712121211,0.1980350378787854
scene_08_30_000108,test,scene_08,scene_08,30,30,scene_08,0.25,2,2,0.3484224965706447,33.146637935213406,32.6913816874142,-0.4552562477992055,0.9520585894820328,0.877095537277043,0.3450895883287295,-0.13428384981940766,0.877095537277043,0.3450895883287295,0.13428384981940766
scene_08_30_000108,test,scene_08,scene_08,30,30,scene_08,0.25,5,4,0.28324697754749567,36.451474893841365,36.15542792305085,-0.29604697079051334,0.41868007724605866,0.051660769198370815,0.38563650532878313,-0.15462424701967592,0.051660769198370815,0.38563650532878313,0.15462424701967592
scene_08_30_000109,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.4065281899109792,29.452023919638577,29.496747095605024,0.04472317596644615,1.014484402186606,0.9888321995464864,-0.21689342403627876,0.06592970521542085,0.9888321995464864,0.21689342403627876,0.06592970521542085
scene_08_30_000109,test,scene_08,scene_08,30,30,scene_08,0.25,2,2,0.34864864864864864,31.576374924850285,31.447547793771733,-0.12882713107855182,0.5497186947375915,0.5020746784992767,-0.21081562659757225,0.07528899080292106,0.5020746784992767,0.21081562659757225,0.07528899080292106
scene_08_30_000109,test,scene_08,scene_08,30,30,scene_08,0.25,3,3,0.3674832962138085,32.69784863803054,32.949957757360906,0.2521091193303633,0.3389350799726281,0.10759662609438436,0.11915438821268154,0.2984998932308329,0.10759662609438436,0.11915438821268154,0.2984998932308329
scene_08_30_000110,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.2907488986784141,29.233684623602663,28.461486556515027,-0.7721980670876363,1.4907614628408463,1.0050493176742137,-0.9841013283178555,-0.4937511354285782,1.0050493176742137,0.9841013283178555,0.4937511354285782
scene_08_30_000110,test,scene_08,scene_08,30,30,scene_08,0.25,2,3,0.43670886075949367,30.21699451933672,30.514489993958733,0.2974954746220142,0.42337994791170974,0.05520418274197425,-0.2986422954483139,0.2949845044589203,0.05520418274197425,0.2986422954483139,0.2949845044589203
scene_08_30_000110,test,scene_08,scene_08,30,30,scene_08,0.25,7,6,0.3565217391304348,33.816468480792985,34.06058286435048,0.24411438355749482,0.666817969660493,0.5024150566289194,0.15647901399067266,0.40956029313790765,0.5024150566289194,0.15647901399067266,0.40956029313790765
scene_08_30_000111,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.40327868852459015,29.338385844268895,29.356177712906227,0.01779186863733173,0.6052427919429577,-0.19424534097890955,-0.5628711857464666,0.10846019068423374,0.19424534097890955,0.5628711857464666,0.10846019068423374
scene_08_30_000111,test,scene_08,scene_08,30,30,scene_08,0.25,5,2,0.2989247311827957,31.39767946648956,31.243435151650107,-0.15424431483945256,0.6612002219778691,0.6583083999464137,-0.06176781434674439,-0.0007219518004113468,0.6583083999464137,0.06176781434674439,0.0007219518004113468
scene_08_30_000115,test,scene_08,scene_08,30,30,scene_08,0.25,9,5,0.28253968253968254,40.48329700139299,40.71984115066429,0.23654414927129608,1.010729267391265,0.562298219721427,0.4851374411954623,0.6855917350797895,0.562298219721427,0.4851374411954623,0.6855917350797895
scene_08_30_000116,test,scene_08,scene_08,30,30,scene_08,0.25,3,3,0.26986301369863014,36.5542697173381,34.864613313480675,-1.6896564038574269,2.2558112346545216,0.911572327044027,1.8145492662473792,-0.9824109014675031,0.911572327044027,1.8145492662473792,0.9824109014675031
scene_08_30_000125,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.3089108910891089,30.66076315848869,29.957819365826303,-0.7029437926623885,0.8398490545732903,0.5265247423596264,-0.398709577114424,-0.518795531272211,0.5265247423596264,0.398709577114424,0.518795531272211
scene_08_30_000126,test,scene_08,scene_08,30,30,scene_08,0.25,3,2,0.2985468956406869,32.25899583605957,32.93864000826591,0.6796441722063378,0.7813590729051793,-0.41551277989015745,0.19973595268272248,0.6308539290240809,0.41551277989015745,0.19973595268272248,0.6308539290240809
scene_08_30_000126,test,scene_08,scene_08,30,30,scene_08,0.25,5,4,0.2511111111111111,35.127848264240704,35.27033964838601,0.14249138414530904,0.9106600368769598,-0.7601941317259104,-0.06773187956150295,0.4968087935466734,0.7601941317259104,0.06773187956150295,0.4968087935466734
scene_08_30_000127,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.43050847457627117,29.47700750114378,29.77816275014683,0.3011552490030489,0.4717585671796478,0.06745131404802152,-0.34245604083947256,0.31738041217621316,0.06745131404802152,0.34245604083947256,0.31738041217621316
scene_08_30_000127,test,scene_08,scene_08,30,30,scene_08,0.25,2,2,0.3114754098360656,30.599420044685047,30.789988390444254,0.1905683457592069,0.4892188440110984,0.27249022164276226,-0.28186502762773813,0.2926367417892841,0.27249022164276226,0.28186502762773813,0.2926367417892841
scene_08_30_000127,test,scene_08,scene_08,30,30,scene_08,0.25,4,4,0.31527093596059114,33.01624686813425,32.661894602444356,-0.3543522656898972,0.6490559011991903,-0.5727587343440987,-0.2878048780487745,-0.10192814765985503,0.5727587343440987,0.2878048780487745,0.10192814765985503
scene_08_30_000142,test,scene_08,scene_08,30,30,scene_08,0.25,2,1,0.29504504504504503,29.759777608921592,29.478770123715293,-0.2810074852062989,0.5368351552201394,0.48034079316902734,-0.057913428963644265,-0.2326171555230907,0.48034079316902734,0.057913428963644265,0.2326171555230907
scene_08_30_000142,test,scene_08,scene_08,30,30,scene_08,0.25,4,2,0.27988338192419826,31.36978075115281,30.951075698819622,-0.41870505233318767,0.4389267702336986,-0.19195115546218489,0.09852941176470154,-0.3822347689075656,0.19195115546218489,0.09852941176470154,0.3822347689075656
scene_08_30_000142,test,scene_08,scene_08,30,30,scene_08,0.25,6,3,0.29737609329446063,31.917591361242398,31.501977656632548,-0.41561370460985003,1.1003287905523473,1.090630160217792,-0.14544561967242942,0.009740259740258495,1.090630160217792,0.14544561967242942,0.009740259740258495
scene_08_30_000143,test,scene_08,scene_08,30,30,scene_08,0.25,7,4,0.26814814814814814,33.60437594428207,33.993929457351385,0.3895535130693162,0.5826788984389646,0.14581348659606874,0.26965319056804304,0.49552021414793757,0.14581348659606874,0.26965319056804304,0.49552021414793757
scene_08_30_000144,test,scene_08,scene_08,30,30,scene_08,0.25,2,1,0.2944550669216061,30.945576040374306,30.734846159202114,-0.21072988117219182,0.26757622089761374,-0.013456291607546689,0.17201244134017202,-0.20451817090472701,0.013456291607546689,0.17201244134017202,0.20451817090472701
scene_08_30_000145,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.2577854671280277,29.791580725455095,29.17672032781943,-0.6148603976356632,0.6442208949156603,0.11451277480689015,-0.29256288373935035,-0.5624183006535937,0.11451277480689015,0.29256288373935035,0.5624183006535937
scene_08_30_000145,test,scene_08,scene_08,30,30,scene_08,0.25,9,3,0.2545454545454545,36.56237969944405,35.75168548024735,-0.8106942191966979,1.813599829650397,-1.7936423812408009,-0.2580687029505917,0.07342952323267227,1.7936423812408009,0.2580687029505917,0.07342952323267227
scene_08_30_000147,test,scene_08,scene_08,30,30,scene_08,0.25,4,1,0.27071428571428574,33.81423367108806,32.796058649669455,-1.0181750214186067,2.316868579308477,-2.262185688563818,0.041033709788379724,-0.4987104960845805,2.262185688563818,0.041033709788379724,0.4987104960845805
scene_08_30_000155,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.29385964912280704,31.638140823214115,30.69696209636536,-0.9411787268487544,1.1325303816320107,0.8573704219318898,0.07126793745984372,-0.7365201327907478,0.8573704219318898,0.07126793745984372,0.7365201327907478
scene_08_30_000156,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.2737642585551331,30.656288998340035,29.606212001620854,-1.0500769967191808,1.16152324040743,0.738617999442738,-0.029757592644195086,-0.8959320144887144,0.738617999442738,0.029757592644195086,0.8959320144887144
scene_08_30_000158,test,scene_08,scene_08,30,30,scene_08,0.25,4,3,0.30704225352112674,31.428591346778592,31.604492890798436,0.17590154401984393,0.3701351327754904,-0.10632183908045789,0.275862068965516,0.22270114942528707,0.10632183908045789,0.275862068965516,0.22270114942528707
scene_08_30_000175,test,scene_08,scene_08,30,30,scene_08,0.25,1,3,0.3053763440860215,30.5392053870485,30.552801108466056,0.013595721417555495,0.9452280711508421,-0.28639567849207026,-0.8993819119863105,-0.050455903762163246,0.28639567849207026,0.8993819119863105,0.050455903762163246
scene_08_30_000176,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.294811320754717,29.86832029513665,29.10176614243599,-0.7665541527006603,1.0485410320238906,-0.28971955540748695,-0.7266952360761962,-0.698151064538596,0.28971955540748695,0.7266952360761962,0.698151064538596
scene_08_30_000192,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.27705627705627706,30.34760252165496,30.45370722660181,0.10610470494685131,0.9455976078821761,-0.19556815617242052,-0.923747461069734,0.05097607763484291,0.19556815617242052,0.923747461069734,0.05097607763484291
scene_08_30_000200,test,scene_08,scene_08,30,30,scene_08,0.25,4,2,0.2884231536926148,35.62719513983158,34.2625646702268,-1.3646304696047764,1.9844808657825794,-1.5308578451233075,0.9269048969559464,-0.8576047321935008,1.5308578451233075,0.9269048969559464,0.8576047321935008
scene_08_30_000201,test,scene_08,scene_08,30,30,scene_08,0.25,2,1,0.3530066815144766,32.64785264138949,31.39448451312731,-1.2533681282621814,1.7169355967191868,-1.364193192087562,0.37772366703484295,-0.9716839040064258,1.364193192087562,0.37772366703484295,0.9716839040064258
scene_08_30_000202,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.2791023842917251,31.0429462620549,29.566960979139676,-1.4759852829152251,1.9564913021285568,-1.5489103294465636,-0.1418826210273707,-1.1868463794817075,1.5489103294465636,0.1418826210273707,1.1868463794817075
scene_08_30_000202,test,scene_08,scene_08,30,30,scene_08,0.25,2,2,0.2704280155642023,31.216355130995016,29.904366036907394,-1.3119890940876218,1.4968991608707922,0.8555304740406342,-0.33996022788348057,-1.180339675373535,0.8555304740406342,0.33996022788348057,1.180339675373535
scene_08_30_000202,test,scene_08,scene_08,30,30,scene_08,0.25,4,4,0.3004115226337449,34.25311127619606,33.882275059195294,-0.37083621700076463,0.43262620924255346,0.03300243697594141,0.2896628161528838,-0.31964312759014746,0.03300243697594141,0.2896628161528838,0.31964312759014746
scene_08_30_000207,test,scene_08,scene_08,30,30,scene_08,0.25,5,3,0.2514124293785311,33.312399636307894,31.991494251929623,-1.3209053843782712,1.381370065429668,0.2388495943415876,0.6087372581651778,-1.2167880174745171,0.2388495943415876,0.6087372581651778,1.2167880174745171
scene_08_30_000219,test,scene_08,scene_08,30,30,scene_08,0.25,4,5,0.25718608169440244,35.58919757071077,35.38127432307973,-0.20792324763104375,0.3581383671430444,-0.21058099450644363,-0.06101150655605991,-0.283189566969412,0.21058099450644363,0.06101150655605991,0.283189566969412
scene_08_30_000220,test,scene_08,scene_08,30,30,scene_08,0.25,2,1,0.2582278481012658,32.58721716963074,31.646680535071745,-0.9405366345589954,1.2942212077830897,-0.6515736040609141,-0.030118443316411003,-1.117834179357022,0.6515736040609141,0.030118443316411003,1.117834179357022
scene_08_30_000225,test,scene_08,scene_08,30,30,scene_08,0.25,2,1,0.2625250501002004,34.243756024051095,33.08259589352665,-1.1611601305244434,1.6827055884156283,-1.5861586570111967,-0.28472679394338485,-0.4842824226464799,1.5861586570111967,0.28472679394338485,0.4842824226464799
scene_08_30_000226,test,scene_08,scene_08,30,30,scene_08,0.25,3,2,0.26018099547511314,34.06045063985681,32.91024806956034,-1.1502025702964715,1.7560196214738295,-1.450307692307696,-0.9451648351648316,-0.29474725274725344,1.450307692307696,0.9451648351648316,0.29474725274725344
scene_08_30_000227,test,scene_08,scene_08,30,30,scene_08,0.25,3,1,0.2834507042253521,33.00154555838015,32.499731195417965,-0.5018143629621861,0.8527024211729952,-0.6479463159791052,0.4712063892391747,-0.2919443944034086,0.6479463159791052,0.4712063892391747,0.2919443944034086
scene_08_30_000228,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.27897838899803534,31.04263129952967,30.08634221915901,-0.9562890803706594,1.2995231500726505,-1.00373506553764,0.30082357035146856,-0.768623129567338,1.00373506553764,0.30082357035146856,0.768623129567338
scene_08_30_000229,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.3266832917705736,30.690430525318096,29.676890265711055,-1.0135402596070406,1.2355430863513341,-0.8963784113861593,-0.38945777944791615,-0.7559068063319074,0.8963784113861593,0.38945777944791615,0.7559068063319074
scene_08_30_000247,test,scene_08,scene_08,30,30,scene_08,0.25,2,2,0.25492772667542707,31.004414644908962,29.417772083005783,-1.5866425619031794,1.5928767552119911,-0.2488234975929018,-0.2835979336831258,-1.5475514325381816,0.2488234975929018,0.2835979336831258,1.5475514325381816
scene_08_30_000252,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.2660977501939488,29.46162103224683,29.39048848648397,-0.07113254576285755,2.769425067405118,2.651570646977305,-0.748188460028139,-0.2812513757138291,2.651570646977305,0.748188460028139,0.2812513757138291
scene_08_30_000257,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.26717557251908397,29.921119402553792,28.962345551911454,-0.9587738506423378,1.0536117606967994,-0.3269405746405951,-0.43473118062155436,-0.9023394059486023,0.3269405746405951,0.43473118062155436,0.9023394059486023
scene_08_30_000258,test,scene_08,scene_08,30,30,scene_08,0.25,3,3,0.27741935483870966,33.60915598073737,33.00805121706738,-0.6011047636699871,0.8984642848338018,-0.7194570135746616,0.33439509407001466,-0.4216628959276001,0.7194570135746616,0.33439509407001466,0.4216628959276001
scene_08_30_000261,test,scene_08,scene_08,30,30,scene_08,0.25,3,2,0.3981042654028436,33.30865864089695,32.72847945499227,-0.580179185904683,0.6059806841076066,-0.1793686373400618,0.23641075931633537,-0.5283459419071619,0.1793686373400618,0.23641075931633537,0.5283459419071619
scene_08_30_000261,test,scene_08,scene_08,30,30,scene_08,0.25,5,3,0.26677577741407527,35.51711040774505,34.94000725388102,-0.5771031538640301,1.0289786623915262,0.5028952757573606,0.8732169338323565,-0.20829214038556643,0.5028952757573606,0.8732169338323565,0.20829214038556643
scene_08_30_000262,test,scene_08,scene_08,30,30,scene_08,0.25,2,3,0.34296724470134876,32.29303332859658,31.84565000860275,-0.4473833199938291,0.573460127852416,0.3356195771721886,0.31435089005661965,-0.3426361562589122,0.3356195771721886,0.31435089005661965,0.3426361562589122
scene_08_30_000263,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.2634508348794063,30.48414193420583,29.550123086344502,-0.9340188478613278,0.9941750183312952,0.4559751735745863,-0.26539553965916696,-0.8426362297496333,0.4559751735745863,0.26539553965916696,0.8426362297496333
scene_08_30_000263,test,scene_08,scene_08,30,30,scene_08,0.25,7,5,0.25735294117647056,35.790879373295645,35.171550199552144,-0.6193291737435018,0.8060649843347837,0.14587243823022078,0.5828002298410269,-0.5374066270829303,0.14587243823022078,0.5828002298410269,0.5374066270829303
scene_08_30_000277,test,scene_08,scene_08,30,30,scene_08,0.25,2,2,0.2782101167315175,29.9105643845083,28.997929531055195,-0.9126348534531061,0.9943593075818342,-0.06951219512195195,0.3634331116038467,-0.9229490022172939,0.06951219512195195,0.3634331116038467,0.9229490022172939
scene_08_30_000277,test,scene_08,scene_08,30,30,scene_08,0.25,8,5,0.25925925925925924,35.563063849714425,34.63963096228257,-0.9234328874318578,1.0394068617045642,-0.014420180722886755,0.7704066265060234,-0.6975903614457835,0.014420180722886755,0.7704066265060234,0.6975903614457835
scene_08_30_000278,test,scene_08,scene_08,30,30,scene_08,0.25,4,2,0.3072289156626506,31.94201704872249,31.00582367780239,-0.9361933709201011,0.9663522063164559,-0.0012111470807951719,0.40211214995585465,-0.8787155049464594,0.0012111470807951719,0.40211214995585465,0.8787155049464594
scene_08_30_000279,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.3433874709976798,29.83132638081898,29.067858778030047,-0.763467602788932,0.7711273413320471,0.16258741258741338,-0.01595279720279308,-0.7536233927362979,0.16258741258741338,0.01595279720279308,0.7536233927362979
scene_08_30_000280,test,scene_08,scene_08,30,30,scene_08,0.25,1,1,0.29190751445086704,29.335206043088395,28.408366460348002,-0.9268395827403921,0.958879681946773,0.30531914893617085,-0.31202450032237294,-0.853739522888457,0.30531914893617085,0.31202450032237294,0.853739522888457
scene_08_30_000284,test,scene_08,scene_08,30,30,scene_08,0.25,3,2,0.3051484404359263,33.61434885693892,32.5499719500683,-1.0643769068706206,2.1562952203427934,1.9804732020706801,0.8357845685846357,-0.169703058513619,1.9804732020706801,0.8357845685846357,0.169703058513619
